unix,low,high,open,close,volume,date,vol_fiat
1629158400,45860.0,46093.25,45903.22,45925.67,51.44081814,2021-08-17,2362454.0384276537
1629072000,45676.91,48076.52,47014.38,45902.46,10467.66031475,2021-08-16,480491358.8913993
1628985600,45525.19,47400.0,47109.64,47014.49,7745.70200802,2021-08-15,364160229.5990362
1628899200,46034.93,48176.52,47833.64,47109.65,8130.36769388,2021-08-14,383018776.4299939
1628812800,44249.64,47953.9,44422.15,47833.64,11794.94196257,2021-08-13,564195007.6584668
1628726400,43714.36,46223.95,45553.1,44422.14,13169.78176994,2021-08-12,585029889.5537225
1628640000,45350.74,46781.09,45601.82,45553.49,11628.32043954,2021-08-11,529710578.859381
1628553600,44650.27,46718.44,46280.0,45595.66,13756.50066875,2021-08-10,627236727.2820977
1628467200,42821.3,46497.42,43829.15,46285.48,19464.72493503,2021-08-09,900934136.6858325
1628380800,43131.97,45363.83,44628.11,43829.14,18712.27158173,2021-08-08,820142770.8736657
1628294400,42457.27,44750.0,42869.59,44637.34,19634.79475606,2021-08-07,876445009.3564672
1628208000,39876.74,43399.26,40888.73,42869.58,20425.1145444,2021-08-06,875616081.9703194
1628121600,37300.0,41447.89,39718.9,40888.74,28507.85532682,2021-08-05,1165650284.415958
1628035200,37509.0,39965.1,38189.4,39722.41,15327.67624669,2021-08-04,608852240.2182814
1627948800,37627.21,39785.3,39149.59,38191.44,15094.81739624,2021-08-03,576492812.8994563
1627862400,38690.0,40459.68,39859.18,39149.59,12379.41216528,2021-08-02,484648910.7117242
1627776000,39426.0,42605.64,41499.0,39865.41,10617.67293456,2021-08-01,423277884.7821376
1627689600,41064.11,42414.61,42233.66,41495.01,9351.94288576,2021-07-31,388058963.56404006
1627603200,38342.0,42320.57,40039.44,42237.95,15063.2344059,2021-07-30,636240141.6746839
1627516800,39229.47,40644.85,40035.1,40039.44,11022.42512817,2021-07-29,441331729.57385504
1627430400,38803.34,40925.56,39475.99,40035.1,27198.33358111,2021-07-28,1088888004.753097
1627344000,36413.26,39550.0,37262.76,39470.48,24709.10440908,2021-07-27,975280211.396504
1627257600,35251.54,40593.93,35428.25,37262.77,40354.54555841,2021-07-26,1503722149.5975533
1627171200,33888.89,35451.04,34291.67,35428.26,9434.63002297,2021-07-25,334252525.4575871
1627084800,33424.7,34525.0,33647.27,34283.01,9864.75243703,2021-07-24,338193406.44622386
1626998400,32000.0,33647.27,32287.75,33647.26,9004.84262627,2021-07-23,302988281.1051895
1626912000,31729.68,32611.84,32152.68,32287.74,7704.6404628,2021-07-22,248765428.0563661
1626825600,29501.02,32825.0,29796.15,32135.19,15598.47830878,2021-07-21,501260064.163524
1626739200,29301.56,31052.65,30842.04,29796.16,18114.15286104,2021-07-20,539732196.9120055
1626652800,30429.99,31887.82,31786.37,30842.03,11027.00528966,2021-07-19,340095227.95385236
