unix,low,high,open,close,volume,date,vol_fiat
1629158400,68.96,69.486,69.016,69.307,3695.50881583,2021-08-17,256124.62949872983
1629072000,65.0,75.916,75.105,69.052,581411.69084634,2021-08-16,40147640.076321475
1628985600,67.0,77.376,67.279,75.072,1167767.97903447,2021-08-15,87666677.72207573
1628899200,61.744,67.595,64.386,67.248,483463.01909808,2021-08-14,32511921.108307686
1628812800,59.38,64.451,60.022,64.342,362662.98600255,2021-08-13,23334461.84537607
1628726400,57.572,65.866,60.749,60.035,774844.1430627,2021-08-12,46517768.1287692
1628640000,58.589,63.922,58.86,60.793,495348.15814746,2021-08-11,30113700.578258537
1628553600,56.971,60.332,59.031,58.839,284485.39673909,2021-08-10,16738836.258731315
1628467200,54.877,60.401,57.128,59.045,400230.46056278,2021-08-09,23631607.543929346
1628380800,55.811,63.344,60.735,57.142,647138.5651629,2021-08-08,36978791.89053843
1628294400,52.561,61.301,53.097,60.739,796992.50805408,2021-08-07,48408527.94669676
1628208000,51.225,53.65,52.422,53.11,291719.6309946,2021-08-06,15493229.602123206
1628121600,48.812,53.478,51.55,52.423,341980.48988122,2021-08-05,17927643.221043196
1628035200,48.5,52.224,49.356,51.523,206015.25736629,2021-08-04,10614524.10528336
1627948800,48.462,52.188,51.298,49.356,191336.49612798,2021-08-03,9443604.102892581
1627862400,49.327,52.249,50.269,51.29,182375.77611765,2021-08-02,9354053.55707427
1627776000,49.269,54.2,51.309,50.281,326281.71222076,2021-08-01,16405770.772172034
1627689600,49.642,52.38,51.03,51.317,250303.85481288,2021-07-31,12844842.917432562
1627603200,47.412,51.511,49.343,50.984,284740.03209718,2021-07-30,14517185.796442626
1627516800,48.325,49.992,49.278,49.35,156905.18783279,2021-07-29,7743271.019548186
1627430400,47.749,51.091,49.482,49.305,220358.72765424,2021-07-28,10864787.066992303
1627344000,46.15,50.401,48.36,49.474,333384.04228814,2021-07-27,16493842.108163437
1627257600,47.511,55.878,48.456,48.393,736118.40733032,2021-07-26,35622978.085936174
1627171200,45.896,49.854,49.532,48.461,264667.29432641,2021-07-25,12826041.750352154
1627084800,44.962,51.75,45.827,49.505,346121.25798039,2021-07-24,17134732.876319207
1626998400,43.081,46.756,43.421,45.822,307654.96908217,2021-07-23,14097365.993283194
1626912000,41.935,44.189,42.913,43.41,175134.3620694,2021-07-22,7602582.657432653
1626825600,38.605,43.8,39.262,42.903,283803.69026528,2021-07-21,12176029.723451309
1626739200,37.671,42.052,41.513,39.283,324843.0140972,2021-07-20,12760808.122780308
1626652800,40.576,43.924,41.9,41.572,309857.74919307,2021-07-19,12881406.349454306
1626566400,40.973,43.272,41.402,41.874,103473.98550645,2021-07-18,4332869.669097087
1626480000,40.284,43.363,41.137,41.447,156481.35878596,2021-07-17,6485682.877601685
1626393600,40.613,43.845,43.174,41.148,167427.73348197,2021-07-16,6889316.377316102
1626307200,42.24,47.144,45.54,43.157,209500.95279597,2021-07-15,9041432.619815676
1626220800,42.52,47.793,45.493,45.54,240450.46758136,2021-07-14,10950114.293655133
1626134400,45.0,48.157,47.666,45.504,143831.8483586,2021-07-13,6544924.427709734
1626048000,46.685,50.71,49.659,47.698,151973.30900044,2021-07-12,7248822.892702987
1625961600,48.277,50.47,49.181,49.672,77397.81649286,2021-07-11,3844504.3408333417
1625875200,48.201,51.318,50.064,49.171,167698.41041952,2021-07-10,8245898.538738217
1625788800,46.486,51.312,49.422,50.075,244876.0031878,2021-07-09,12262165.859629085
1625702400,48.543,52.959,52.775,49.464,300219.22681631,2021-07-08,14850043.835241958
1625616000,52.533,55.464,54.614,52.781,275882.15992204,2021-07-07,14561336.282845194
1625529600,53.469,56.818,53.716,54.573,207018.42460014,2021-07-06,11297616.48570344
1625443200,52.862,57.0,56.351,53.663,250986.60572913,2021-07-05,13468694.223242303
1625356800,55.903,58.912,56.85,56.368,253229.627174,2021-07-04,14274047.624544032
1625270400,52.426,58.639,53.711,56.827,395097.20997591,2021-07-03,22452189.151301038
1625184000,50.701,55.219,53.027,53.724,321714.88515708,2021-07-02,17283810.490178965
1625097600,52.274,58.37,57.568,53.039,550920.98703972,2021-07-01,29220298.231599715
1625011200,51.668,62.843,56.714,57.505,1380210.40692354,2021-06-30,79368999.45013817
1624924800,43.134,58.888,43.344,56.827,1141952.19428672,2021-06-29,64893717.34473143
1624838400,41.063,44.606,42.327,43.36,211965.53984912,2021-06-28,9190825.807857843
1624752000,39.412,42.473,40.503,42.327,175540.39514895,2021-06-27,7430098.305469606
1624665600,37.532,40.958,39.354,40.503,204371.21182613,2021-06-26,8277647.192593743
1624579200,38.953,45.497,43.233,39.392,353020.08270895,2021-06-25,13906167.098070959
