"Data","Último","Abertura","Máxima","Mínima","Var%"
"29.01.2020","4,2303","4,1948","4,2326","4,1814","0,86%"
"28.01.2020","4,1943","4,2112","4,2168","4,1867","-0,31%"
"27.01.2020","4,2074","4,1842","4,2318","4,1797","0,62%"
"24.01.2020","4,1814","4,1707","4,1918","4,1649","0,27%"
"23.01.2020","4,1703","4,1832","4,1906","4,1554","-0,29%"
"22.01.2020","4,1826","4,2020","4,2057","4,1724","-0,71%"
"21.01.2020","4,2123","4,1894","4,2178","4,1830","0,54%"
"20.01.2020","4,1898","4,1658","4,1922","4,1628","0,68%"
"17.01.2020","4,1616","4,1851","4,1936","4,1588","-0,55%"
"16.01.2020","4,1847","4,1756","4,2011","4,1593","0,23%"
"15.01.2020","4,1753","4,1322","4,1863","4,1310","1,03%"
"14.01.2020","4,1326","4,1474","4,1618","4,1214","-0,34%"
"13.01.2020","4,1466","4,0907","4,1469","4,0885","1,24%"
"10.01.2020","4,0960","4,0936","4,1051","4,0615","0,09%"
"09.01.2020","4,0925","4,0645","4,0935","4,0574","0,68%"
"08.01.2020","4,0647","4,0676","4,0788","4,0399","-0,07%"
"07.01.2020","4,0676","4,0620","4,0928","4,0549","0,15%"
"06.01.2020","4,0616","4,0567","4,0746","4,0463","-0,13%"
"03.01.2020","4,0669","4,0251","4,0720","4,0251","1,02%"
"02.01.2020","4,0260","4,0197","4,0413","4,0037","0,16%"
"01.01.2020","4,0195","4,0195","4,0195","4,0195","0,01%"
"31.12.2019","4,0190","4,0197","4,0198","4,0194","-0,00%"
"30.12.2019","4,0191","4,0490","4,0490","4,0083","-0,66%"
"27.12.2019","4,0456","4,0566","4,0620","4,0347","-0,25%"
"26.12.2019","4,0557","4,0825","4,0825","4,0457","-0,69%"
"25.12.2019","4,0838","4,0838","4,0838","4,0838","0,01%"
"24.12.2019","4,0833","4,0838","4,0838","4,0838","0,00%"
"23.12.2019","4,0833","4,1020","4,1020","4,0574","-0,46%"
"20.12.2019","4,1022","4,0704","4,1026","4,0580","0,81%"
"19.12.2019","4,0694","4,0634","4,0706","4,0508","0,16%"
"18.12.2019","4,0630","4,0684","4,0767","4,0462","-0,21%"
"17.12.2019","4,0716","4,0631","4,0785","4,0506","0,22%"
"16.12.2019","4,0628","4,1104","4,1104","4,0547","-1,10%"
"13.12.2019","4,1080","4,0920","4,1185","4,0752","0,43%"
"12.12.2019","4,0905","4,1241","4,1316","4,0817","-0,81%"
"11.12.2019","4,1238","4,1463","4,1467","4,1076","-0,55%"
"10.12.2019","4,1467","4,1427","4,1516","4,1326","0,11%"
"09.12.2019","4,1422","4,1415","4,1613","4,1239","0,03%"
"06.12.2019","4,1411","4,1859","4,1951","4,1340","-1,06%"
"05.12.2019","4,1856","4,2077","4,2238","4,1765","-0,53%"
"04.12.2019","4,2077","4,2054","4,2109","4,1827","0,03%"
"03.12.2019","4,2063","4,2236","4,2245","4,1849","-0,40%"
"02.12.2019","4,2230","4,2362","4,2541","4,2078","-0,32%"
"29.11.2019","4,2364","4,1894","4,2460","4,1830","1,11%"
"28.11.2019","4,1900","4,2641","4,2659","4,1901","-1,73%"
"27.11.2019","4,2636","4,2295","4,2713","4,2265","0,72%"
"26.11.2019","4,2330","4,2269","4,2778","4,2269","0,15%"
"25.11.2019","4,2266","4,1989","4,2312","4,1874","0,72%"
"22.11.2019","4,1962","4,1940","4,2013","4,1725","0,08%"
"21.11.2019","4,1930","4,1950","4,2244","4,1830","-0,06%"
"20.11.2019","4,1955","4,1933","4,1980","4,1933","0,03%"
"19.11.2019","4,1942","4,2055","4,2197","4,1859","-0,56%"
"18.11.2019","4,2177","4,1785","4,2196","4,1697","0,52%"
"15.11.2019","4,1957","4,1958","4,1962","4,1958","0,02%"
"14.11.2019","4,1949","4,1698","4,1993","4,1627","0,59%"
"13.11.2019","4,1702","4,1693","4,1904","4,1634","0,06%"
"12.11.2019","4,1675","4,1529","4,1878","4,1427","0,38%"
"11.11.2019","4,1516","4,1679","4,1716","4,1355","-0,28%"
"08.11.2019","4,1633","4,1146","4,1709","4,1081","1,53%"
"07.11.2019","4,1004","4,0840","4,1034","4,0420","0,42%"
"06.11.2019","4,0834","3,9935","4,0904","3,9753","2,25%"
"05.11.2019","3,9935","4,0123","4,0243","3,9831","-0,54%"
"04.11.2019","4,0152","3,9894","4,0199","3,9750","0,64%"
"01.11.2019","3,9897","4,0173","4,0211","3,9692","-0,69%"
"31.10.2019","4,0174","3,9925","4,0378","3,9637","0,70%"
"30.10.2019","3,9895","3,9990","4,0324","3,9815","-0,21%"
"29.10.2019","3,9980","3,9911","4,0052","3,9835","0,20%"
"28.10.2019","3,9902","4,0028","4,0098","3,9724","-0,32%"
"25.10.2019","4,0029","4,0420","4,0420","3,9914","-0,92%"
"24.10.2019","4,0401","4,0368","4,0458","3,9985","0,16%"
"23.10.2019","4,0337","4,0806","4,0925","4,0281","-1,18%"
"22.10.2019","4,0817","4,1294","4,1320","4,0609","-1,13%"
"21.10.2019","4,1285","4,1118","4,1523","4,1112","0,44%"
"18.10.2019","4,1105","4,1637","4,1657","4,1097","-1,26%"
"17.10.2019","4,1630","4,1509","4,1816","4,1263","0,30%"
"16.10.2019","4,1505","4,1803","4,1873","4,1469","-0,72%"
"15.10.2019","4,1805","4,1262","4,1817","4,1213","1,33%"
"14.10.2019","4,1255","4,1064","4,1382","4,1064","0,39%"
"11.10.2019","4,1094","4,1080","4,1266","4,0805","0,01%"
"10.10.2019","4,1089","4,1096","4,1378","4,0894","0,00%"
"09.10.2019","4,1089","4,0953","4,1112","4,0697","0,36%"
"08.10.2019","4,0942","4,1071","4,1132","4,0734","-0,31%"
"07.10.2019","4,1068","4,0561","4,1102","4,0560","1,27%"
"04.10.2019","4,0551","4,0842","4,0863","4,0498","-0,69%"
"03.10.2019","4,0832","4,1290","4,1304","4,0742","-1,10%"
"02.10.2019","4,1287","4,1575","4,1824","4,1272","-0,70%"
"01.10.2019","4,1578","4,1564","4,1858","4,1522","0,06%"
"30.09.2019","4,1551","4,1625","4,1722","4,1415","-0,12%"
"27.09.2019","4,1599","4,1705","4,1712","4,1445","-0,26%"
"26.09.2019","4,1707","4,1483","4,1733","4,1214","0,55%"
"25.09.2019","4,1477","4,1638","4,1948","4,1445","-0,41%"
"24.09.2019","4,1647","4,1642","4,1844","4,1536","0,04%"
"23.09.2019","4,1629","4,1500","4,1847","4,1444","0,38%"
"20.09.2019","4,1472","4,1673","4,1839","4,1459","-0,48%"
"19.09.2019","4,1672","4,1108","4,1690","4,1073","1,38%"
"18.09.2019","4,1106","4,0775","4,1146","4,0728","0,82%"
"17.09.2019","4,0773","4,0950","4,1174","4,0718","-0,07%"
"16.09.2019","4,0801","4,0858","4,1067","4,0750","-0,10%"
"13.09.2019","4,0840","4,0621","4,0957","4,0424","0,59%"
"12.09.2019","4,0602","4,0679","4,0710","4,0265","-0,17%"
"11.09.2019","4,0671","4,0807","4,0926","4,0511","-0,31%"
"10.09.2019","4,0798","4,0956","4,1297","4,0789","-0,35%"
"09.09.2019","4,0943","4,0630","4,1044","4,0477","0,83%"
"06.09.2019","4,0607","4,1086","4,1086","4,0534","-1,15%"
"05.09.2019","4,1081","4,0949","4,1152","4,0695","0,32%"
"04.09.2019","4,0948","4,1674","4,1678","4,0889","-1,75%"
"03.09.2019","4,1678","4,1858","4,1864","4,1505","-0,43%"
"02.09.2019","4,1857","4,1440","4,1894","4,1410","0,99%"
"30.08.2019","4,1445","4,1693","4,1712","4,1202","-0,58%"
"29.08.2019","4,1685","4,1691","4,1779","4,1423","0,02%"
"28.08.2019","4,1677","4,1264","4,1690","4,1263","0,91%"
"27.08.2019","4,1300","4,1573","4,1949","4,1206","-0,65%"
"26.08.2019","4,1569","4,1200","4,1693","4,1030","0,91%"
"23.08.2019","4,1196","4,0704","4,1324","4,0500","1,21%"
"22.08.2019","4,0704","4,0262","4,0818","4,0168","1,10%"
"21.08.2019","4,0260","4,0539","4,0549","4,0134","-0,66%"
"20.08.2019","4,0529","4,0743","4,0749","4,0261","-0,52%"
"19.08.2019","4,0740","4,0030","4,0760","3,9904","1,71%"
"16.08.2019","4,0054","3,9917","4,0083","3,9754","0,37%"
"15.08.2019","3,9908","4,0516","4,0522","3,9790","-1,52%"
"14.08.2019","4,0522","3,9637","4,0540","3,9630","2,21%"
"13.08.2019","3,9646","3,9849","4,0128","3,9448","-0,52%"
"12.08.2019","3,9853","3,9402","4,0132","3,9390","1,13%"
"09.08.2019","3,9406","3,9195","3,9502","3,9191","0,56%"
"08.08.2019","3,9188","3,9690","3,9697","3,9179","-1,24%"
"07.08.2019","3,9682","3,9615","3,9929","3,9450","0,20%"
"06.08.2019","3,9603","3,9760","3,9864","3,9358","-0,44%"
"05.08.2019","3,9778","3,8864","3,9789","3,8864","2,30%"
"02.08.2019","3,8883","3,8403","3,8935","3,8388","1,29%"
"01.08.2019","3,8388","3,8154","3,8612","3,8107","0,69%"
"31.07.2019","3,8125","3,7896","3,8238","3,7478","0,60%"
"30.07.2019","3,7896","3,7818","3,7998","3,7752","0,22%"
"29.07.2019","3,7813","3,7748","3,8012","3,7747","0,16%"
"26.07.2019","3,7753","3,7791","3,7945","3,7591","-0,08%"
"25.07.2019","3,7783","3,7740","3,8068","3,7550","0,15%"
"24.07.2019","3,7726","3,7742","3,7791","3,7519","-0,02%"
"23.07.2019","3,7735","3,7406","3,7801","3,7405","0,89%"
"22.07.2019","3,7403","3,7462","3,7483","3,7292","-0,21%"
"19.07.2019","3,7481","3,7188","3,7543","3,7188","0,79%"
"18.07.2019","3,7187","3,7641","3,7642","3,7178","-1,18%"
"17.07.2019","3,7632","3,7685","3,7687","3,7540","-0,13%"
"16.07.2019","3,7680","3,7552","3,7717","3,7517","0,33%"
"15.07.2019","3,7555","3,7365","3,7583","3,7278","0,53%"
"12.07.2019","3,7358","3,7563","3,7636","3,7296","-0,48%"
"11.07.2019","3,7540","3,7539","3,7672","3,7345","-0,01%"
"10.07.2019","3,7543","3,7887","3,7943","3,7503","-1,20%"
"09.07.2019","3,8000","3,8073","3,8073","3,8005","-0,17%"
"08.07.2019","3,8063","3,8160","3,8175","3,7988","-0,40%"
"05.07.2019","3,8215","3,8022","3,8386","3,7978","0,54%"
"04.07.2019","3,8008","3,8266","3,8300","3,7834","-0,65%"
"03.07.2019","3,8258","3,8456","3,8752","3,8150","-0,49%"
"02.07.2019","3,8447","3,8408","3,8812","3,8180","0,12%"
"01.07.2019","3,8401","3,8373","3,8492","3,8089","-0,30%"
"28.06.2019","3,8518","3,8193","3,8520","3,8136","0,85%"
"27.06.2019","3,8194","3,8461","3,8733","3,8172","-0,62%"
"26.06.2019","3,8433","3,8469","3,8586","3,8305","-0,12%"
"25.06.2019","3,8478","3,8272","3,8596","3,8182","0,60%"
"24.06.2019","3,8248","3,8220","3,8381","3,8066","0,15%"
"21.06.2019","3,8190","3,8317","3,8463","3,8127","-0,51%"
"20.06.2019","3,8386","3,8386","3,8395","3,8386","-0,01%"
"19.06.2019","3,8388","3,8606","3,8844","3,8383","-0,54%"
"18.06.2019","3,8595","3,8893","3,8893","3,8486","-0,74%"
"17.06.2019","3,8881","3,8977","3,9249","3,8797","-0,19%"
"14.06.2019","3,8956","3,8491","3,9139","3,8480","1,22%"
"13.06.2019","3,8485","3,8672","3,8674","3,8345","-0,48%"
"12.06.2019","3,8669","3,8574","3,8723","3,8296","0,26%"
"11.06.2019","3,8569","3,8870","3,8870","3,8423","-0,78%"
"10.06.2019","3,8874","3,8760","3,8996","3,8668","0,26%"
"07.06.2019","3,8774","3,8793","3,8858","3,8496","-0,05%"
"06.06.2019","3,8795","3,8812","3,8881","3,8567","-0,03%"
"05.06.2019","3,8808","3,8576","3,9039","3,8365","0,69%"
"04.06.2019","3,8542","3,8863","3,8898","3,8482","-0,80%"
"03.06.2019","3,8851","3,9232","3,9344","3,8822","-0,94%"
"31.05.2019","3,9218","3,9799","3,9986","3,9086","-1,50%"
"30.05.2019","3,9816","3,9743","3,9937","3,9544","0,19%"
"29.05.2019","3,9742","4,0248","4,0409","3,9679","-1,24%"
"28.05.2019","4,0243","4,0430","4,0541","4,0101","-0,41%"
"27.05.2019","4,0410","4,0131","4,0431","4,0040","0,49%"
"24.05.2019","4,0213","4,0416","4,0479","4,0086","-0,45%"
"23.05.2019","4,0394","4,0402","4,0716","4,0253","-0,01%"
"22.05.2019","4,0400","4,0394","4,0531","4,0068","0,03%"
"21.05.2019","4,0387","4,0967","4,1138","4,0331","-1,41%"
"20.05.2019","4,0963","4,1013","4,1221","4,0777","-0,08%"
"17.05.2019","4,0997","4,0479","4,1133","4,0474","1,31%"
"16.05.2019","4,0467","4,0013","4,0546","3,9938","1,14%"
"15.05.2019","4,0012","3,9764","4,0219","3,9736","0,67%"
"14.05.2019","3,9745","3,9935","3,9953","3,9660","-0,45%"
"13.05.2019","3,9925","3,9771","4,0050","3,9727","0,91%"
"10.05.2019","3,9566","3,9467","3,9738","3,9363","0,28%"
"09.05.2019","3,9456","3,9276","3,9815","3,9276","0,45%"
"08.05.2019","3,9279","3,9705","3,9783","3,9252","-1,06%"
"07.05.2019","3,9700","3,9705","4,0003","3,9639","0,04%"
"06.05.2019","3,9683","3,9383","3,9747","3,9378","0,77%"
"03.05.2019","3,9378","3,9667","3,9683","3,9306","-0,70%"
"02.05.2019","3,9654","3,9200","3,9721","3,9175","1,17%"
"01.05.2019","3,9195","3,9196","3,9220","3,9176","-0,03%"
"30.04.2019","3,9207","3,9455","3,9573","3,9128","-0,60%"
"29.04.2019","3,9442","3,9300","3,9461","3,9207","0,39%"
"26.04.2019","3,9288","3,9502","3,9759","3,9197","-0,61%"
"25.04.2019","3,9530","3,9910","4,0065","3,9462","-0,98%"
"24.04.2019","3,9922","3,9214","3,9943","3,9186","1,85%"
"23.04.2019","3,9197","3,9360","3,9642","3,9121","-0,41%"
"22.04.2019","3,9358","3,9270","3,9393","3,9130","0,25%"
"19.04.2019","3,9260","3,9272","3,9275","3,9272","-0,00%"
"18.04.2019","3,9261","3,9399","3,9518","3,9039","-0,28%"
"17.04.2019","3,9373","3,9051","3,9476","3,8856","0,88%"
"16.04.2019","3,9031","3,8724","3,9083","3,8681","0,80%"
"15.04.2019","3,8720","3,8819","3,8909","3,8591","-0,24%"
"12.04.2019","3,8812","3,8585","3,9081","3,8570","0,63%"
"11.04.2019","3,8570","3,8253","3,8633","3,8253","0,84%"
"10.04.2019","3,8247","3,8510","3,8549","3,8147","-0,66%"
"09.04.2019","3,8502","3,8495","3,8646","3,8459","0,03%"
"08.04.2019","3,8490","3,8728","3,8772","3,8417","-0,62%"
"05.04.2019","3,8730","3,8589","3,8768","3,8420","0,36%"
"04.04.2019","3,8590","3,8708","3,8876","3,8472","-0,28%"
"03.04.2019","3,8700","3,8538","3,8824","3,8327","0,42%"
"02.04.2019","3,8537","3,8523","3,8800","3,8483","0,05%"
"01.04.2019","3,8518","3,8897","3,8932","3,8492","-1,86%"
"29.03.2019","3,9247","3,9016","3,9347","3,8679","0,61%"
"28.03.2019","3,9010","3,9927","4,0159","3,8982","-2,32%"
"27.03.2019","3,9935","3,8739","4,0019","3,8725","3,00%"
"26.03.2019","3,8773","3,8529","3,8794","3,8333","0,59%"
"25.03.2019","3,8544","3,9047","3,9374","3,8438","-1,35%"
"22.03.2019","3,9071","3,7928","3,9169","3,7928","3,01%"
"21.03.2019","3,7930","3,7761","3,8382","3,7639","0,44%"
"20.03.2019","3,7763","3,7921","3,7994","3,7386","-0,34%"
"19.03.2019","3,7891","3,7912","3,8001","3,7647","-0,06%"
"18.03.2019","3,7915","3,8161","3,8277","3,7832","-0,60%"
"15.03.2019","3,8144","3,8453","3,8725","3,8081","-0,78%"
"14.03.2019","3,8443","3,8157","3,8556","3,8142","0,78%"
"13.03.2019","3,8147","3,8113","3,8352","3,7995","0,09%"
"12.03.2019","3,8114","3,8399","3,8445","3,8009","-0,75%"
"11.03.2019","3,8403","3,8678","3,8685","3,8342","-0,69%"
"08.03.2019","3,8668","3,8708","3,9032","3,8493","-0,09%"
"07.03.2019","3,8704","3,8405","3,9028","3,8159","0,79%"
"06.03.2019","3,8401","3,7763","3,8451","3,7746","1,71%"
"05.03.2019","3,7755","3,7755","3,7755","3,7755","0,00%"
"04.03.2019","3,7755","3,7742","3,7755","3,7742","0,01%"
"01.03.2019","3,7752","3,7511","3,7957","3,7456","0,63%"
"28.02.2019","3,7514","3,7258","3,7592","3,7171","0,61%"
"27.02.2019","3,7287","3,7444","3,7478","3,7217","-0,54%"
"26.02.2019","3,7489","3,7519","3,7666","3,7378","-0,09%"
"25.02.2019","3,7521","3,7468","3,7523","3,7193","0,10%"
"22.02.2019","3,7485","3,7683","3,7683","3,7262","-0,56%"
"21.02.2019","3,7696","3,7256","3,7721","3,7149","1,12%"
"20.02.2019","3,7277","3,7243","3,7372","3,6900","0,12%"
"19.02.2019","3,7231","3,7334","3,7449","3,7029","-0,33%"
"18.02.2019","3,7353","3,7012","3,7422","3,7012","0,93%"
"15.02.2019","3,7008","3,7203","3,7264","3,6983","-0,60%"
"14.02.2019","3,7233","3,7514","3,7952","3,7137","-0,83%"
"13.02.2019","3,7544","3,7104","3,7619","3,7104","1,20%"
"12.02.2019","3,7098","3,7437","3,7470","3,7021","-1,27%"
"11.02.2019","3,7577","3,7312","3,7747","3,7274","0,76%"
"08.02.2019","3,7292","3,7195","3,7477","3,7027","0,34%"
"07.02.2019","3,7167","3,6996","3,7375","3,6990","0,50%"
"06.02.2019","3,6983","3,6696","3,7161","3,6672","0,78%"
"05.02.2019","3,6698","3,6637","3,6846","3,6610","0,03%"
"04.02.2019","3,6687","3,6597","3,6877","3,6592","0,25%"
"01.02.2019","3,6597","3,6455","3,6822","3,6376","0,43%"
"31.01.2019","3,6440","3,6865","3,6865","3,6358","-1,11%"
"30.01.2019","3,6850","3,7205","3,7321","3,6741","-0,95%"
"29.01.2019","3,7202","3,7617","3,7648","3,7150","-1,11%"
"28.01.2019","3,7619","3,7780","3,7878","3,7500","-0,24%"
"25.01.2019","3,7708","3,7713","3,7713","3,7708","-0,07%"
"24.01.2019","3,7733","3,7746","3,7955","3,7381","0,19%"
"23.01.2019","3,7663","3,7943","3,8134","3,7561","-1,28%"
"22.01.2019","3,8152","3,7545","3,8173","3,7457","1,60%"
"21.01.2019","3,7550","3,7609","3,7811","3,7541","0,09%"
"18.01.2019","3,7517","3,7480","3,7743","3,7285","0,03%"
"17.01.2019","3,7504","3,7329","3,7744","3,7262","0,37%"
"16.01.2019","3,7366","3,7151","3,7381","3,7084","0,52%"
"15.01.2019","3,7172","3,7024","3,7325","3,6947","0,49%"
"14.01.2019","3,6991","3,7121","3,7357","3,6846","-0,33%"
"11.01.2019","3,7113","3,6943","3,7300","3,6913","0,02%"
"10.01.2019","3,7105","3,6807","3,7249","3,6746","0,81%"
"09.01.2019","3,6807","3,7138","3,7155","3,6743","-0,88%"
"08.01.2019","3,7133","3,7373","3,7412","3,7034","-0,60%"
"07.01.2019","3,7356","3,7139","3,7384","3,6898","0,54%"
"04.01.2019","3,7155","3,7593","3,7850","3,7088","-1,09%"
"03.01.2019","3,7565","3,7960","3,8074","3,7376","-0,88%"
"02.01.2019","3,7900","3,8786","3,8971","3,7828","-2,35%"
"01.01.2019","3,8813","3,8813","3,8813","3,8813","0,00%"
"31.12.2018","3,8813","3,8813","3,8813","3,8813","0,00%"
"28.12.2018","3,8813","3,8769","3,8956","3,8298","0,20%"
"27.12.2018","3,8735","3,9202","3,9456","3,8685","-1,24%"
"26.12.2018","3,9220","3,9040","3,9405","3,8918","0,46%"
"25.12.2018","3,9040","3,9040","3,9040","3,9040","0,00%"
"24.12.2018","3,9040","3,9040","3,9040","3,9040","0,00%"
"21.12.2018","3,9040","3,8408","3,9071","3,8393","1,61%"
"20.12.2018","3,8422","3,8971","3,8971","3,8327","-1,42%"
"19.12.2018","3,8977","3,9015","3,9138","3,8634","-0,38%"
"18.12.2018","3,9124","3,8970","3,9173","3,8836","0,33%"
"17.12.2018","3,8995","3,9173","3,9285","3,8772","-0,45%"
"14.12.2018","3,9171","3,9113","3,9210","3,8877","0,67%"
"13.12.2018","3,8911","3,8551","3,8974","3,8507","0,92%"
"12.12.2018","3,8555","3,8936","3,8997","3,8362","-1,24%"
"11.12.2018","3,9040","3,9202","3,9226","3,8876","-0,36%"
"10.12.2018","3,9181","3,9076","3,9455","3,8914","0,27%"
"07.12.2018","3,9075","3,8817","3,9239","3,8571","0,73%"
"06.12.2018","3,8793","3,8910","3,9445","3,8733","0,28%"
"05.12.2018","3,8686","3,8517","3,8832","3,8341","0,42%"
"04.12.2018","3,8525","3,8290","3,8675","3,8177","0,27%"
"03.12.2018","3,8423","3,8677","3,8677","3,8161","-0,64%"
"30.11.2018","3,8669","3,8496","3,8888","3,8380","0,37%"
"29.11.2018","3,8527","3,8516","3,8752","3,8331","0,04%"
"28.11.2018","3,8510","3,8790","3,8878","3,8317","-0,62%"
"27.11.2018","3,8752","3,9228","3,9241","3,8619","-1,67%"
"26.11.2018","3,9410","3,8184","3,9452","3,8171","2,94%"
"23.11.2018","3,8283","3,8035","3,8306","3,7948","0,63%"
"22.11.2018","3,8045","3,7904","3,8269","3,7902","0,18%"
"21.11.2018","3,7976","3,7560","3,8034","3,7560","1,08%"
"20.11.2018","3,7572","3,7563","3,7572","3,7563","0,01%"
"19.11.2018","3,7570","3,7473","3,7736","3,7427","0,36%"
"16.11.2018","3,7435","3,7723","3,7827","3,7296","-1,08%"
"15.11.2018","3,7843","3,7843","3,7843","3,7843","0,01%"
"14.11.2018","3,7841","3,8032","3,8194","3,7661","-0,50%"
"13.11.2018","3,8032","3,7561","3,8313","3,7529","0,95%"
"12.11.2018","3,7675","3,7487","3,7696","3,7361","0,91%"
"09.11.2018","3,7335","3,7610","3,7750","3,7252","-0,72%"
"08.11.2018","3,7605","3,7297","3,7642","3,7158","0,77%"
"07.11.2018","3,7318","3,7618","3,7874","3,7220","-0,79%"
"06.11.2018","3,7615","3,7270","3,7701","3,7237","0,95%"
"05.11.2018","3,7262","3,6968","3,7326","3,6910","0,80%"
"02.11.2018","3,6968","3,7039","3,7039","3,6963","-0,12%"
"01.11.2018","3,7012","3,7231","3,7241","3,6799","-0,56%"
"31.10.2018","3,7220","3,6969","3,7445","3,6854","0,67%"
"30.10.2018","3,6974","3,7175","3,7359","3,6768","-0,57%"
"29.10.2018","3,7187","3,6437","3,7226","3,5819","2,08%"
"26.10.2018","3,6429","3,7059","3,7302","3,6395","-1,70%"
"25.10.2018","3,7058","3,7361","3,7361","3,6818","-0,78%"
"24.10.2018","3,7350","3,6950","3,7475","3,6827","1,10%"
"23.10.2018","3,6942","3,6883","3,7237","3,6856","0,22%"
"22.10.2018","3,6860","3,6954","3,7214","3,6698","-0,78%"
"19.10.2018","3,7149","3,7220","3,7273","3,6875","-0,18%"
"18.10.2018","3,7216","3,6875","3,7313","3,6726","0,92%"
"17.10.2018","3,6875","3,7242","3,7460","3,6640","-1,01%"
"16.10.2018","3,7252","3,7355","3,7363","3,6913","-0,28%"
"15.10.2018","3,7357","3,7561","3,7645","3,7125","-1,25%"
"12.10.2018","3,7830","3,7838","3,7838","3,7824","0,05%"
"11.10.2018","3,7812","3,7565","3,7858","3,7159","0,68%"
"10.10.2018","3,7555","3,7163","3,7687","3,7109","1,08%"
"09.10.2018","3,7155","3,7818","3,7911","3,7005","-1,68%"
"08.10.2018","3,7790","3,7275","3,7826","3,7094","-1,62%"
"05.10.2018","3,8413","3,8742","3,8950","3,8376","-0,86%"
"04.10.2018","3,8745","3,9017","3,9355","3,8732","-0,69%"
"03.10.2018","3,9015","3,9415","3,9415","3,8220","-1,01%"
"02.10.2018","3,9414","4,0186","4,0188","3,9058","-1,91%"
"01.10.2018","4,0181","4,0500","4,0633","4,0037","-0,77%"
"28.09.2018","4,0491","4,0147","4,0580","3,9898","0,92%"
"27.09.2018","4,0123","4,0343","4,0553","3,9665","-0,49%"
"26.09.2018","4,0322","4,0792","4,0945","4,0095","-1,07%"
"25.09.2018","4,0757","4,0893","4,1418","4,0682","-0,42%"
"24.09.2018","4,0928","4,0656","4,0975","4,0362","1,02%"
"21.09.2018","4,0516","4,0770","4,0958","4,0278","-0,63%"
"20.09.2018","4,0771","4,1273","4,1311","4,0671","-1,32%"
"19.09.2018","4,1315","4,1631","4,1762","4,0976","-0,69%"
"18.09.2018","4,1604","4,1342","4,1651","4,1174","0,68%"
"17.09.2018","4,1324","4,1744","4,2041","4,1159","-1,00%"
"14.09.2018","4,1742","4,2063","4,2105","4,1579","-0,80%"
"13.09.2018","4,2077","4,1616","4,2101","4,1244","1,20%"
"12.09.2018","4,1579","4,1528","4,1677","4,1106","0,11%"
"11.09.2018","4,1535","4,0864","4,1798","4,0864","1,63%"
"10.09.2018","4,0867","4,0679","4,1280","4,0524","0,67%"
"07.09.2018","4,0597","4,0597","4,0597","4,0597","0,02%"
"06.09.2018","4,0590","4,1448","4,1658","4,0357","-2,11%"
"05.09.2018","4,1466","4,1570","4,1863","4,1119","-0,33%"
"04.09.2018","4,1602","4,1566","4,1908","4,1375","0,03%"
"03.09.2018","4,1590","4,0926","4,1606","4,0916","2,55%"
"31.08.2018","4,0556","4,1486","4,1776","4,0532","-2,26%"
"30.08.2018","4,1495","4,1057","4,2150","4,1029","1,02%"
"29.08.2018","4,1074","4,1389","4,1647","4,1016","-0,65%"
"28.08.2018","4,1342","4,0797","4,1475","4,0617","1,39%"
"27.08.2018","4,0775","4,1055","4,1144","4,0470","-0,60%"
"24.08.2018","4,1020","4,1146","4,1326","4,0720","-0,33%"
"23.08.2018","4,1155","4,0418","4,1284","4,0408","1,81%"
"22.08.2018","4,0425","4,0507","4,0915","4,0312","-0,13%"
"21.08.2018","4,0477","3,9697","4,0533","3,9558","1,96%"
"20.08.2018","3,9700","3,9139","3,9715","3,9139","1,49%"
"17.08.2018","3,9116","3,9078","3,9537","3,9036","0,11%"
"16.08.2018","3,9072","3,9055","3,9297","3,8672","0,04%"
"15.08.2018","3,9055","3,8665","3,9275","3,8660","0,99%"
"14.08.2018","3,8673","3,8849","3,9038","3,8590","-0,43%"
"13.08.2018","3,8840","3,8585","3,9292","3,8585","0,63%"
"10.08.2018","3,8596","3,8020","3,8746","3,8009","1,53%"
"09.08.2018","3,8015","3,7718","3,8217","3,7718","0,78%"
"08.08.2018","3,7721","3,7525","3,7734","3,7355","0,55%"
"07.08.2018","3,7515","3,7370","3,7723","3,7033","0,41%"
"06.08.2018","3,7363","3,7048","3,7372","3,6902","0,76%"
"03.08.2018","3,7080","3,7519","3,7539","3,7000","-1,13%"
"02.08.2018","3,7503","3,7520","3,7822","3,7491","0,01%"
"01.08.2018","3,7499","3,7565","3,7703","3,7310","-0,17%"
"31.07.2018","3,7563","3,7300","3,7645","3,7220","0,69%"
"30.07.2018","3,7307","3,7139","3,7323","3,6956","0,52%"
"27.07.2018","3,7114","3,7464","3,7477","3,7065","-0,93%"
"26.07.2018","3,7462","3,6886","3,7483","3,6886","1,56%"
"25.07.2018","3,6886","3,7483","3,7485","3,6886","-1,59%"
"24.07.2018","3,7481","3,7833","3,7872","3,7321","-0,91%"
"23.07.2018","3,7826","3,7662","3,8028","3,7662","0,38%"
"20.07.2018","3,7681","3,8319","3,8319","3,7584","-1,60%"
"19.07.2018","3,8295","3,8495","3,8923","3,8225","-0,56%"
"18.07.2018","3,8512","3,8373","3,8647","3,8190","0,32%"
"17.07.2018","3,8388","3,8634","3,8801","3,8386","-0,56%"
"16.07.2018","3,8605","3,8516","3,8742","3,8337","0,23%"
"13.07.2018","3,8518","3,8821","3,9005","3,8441","-0,78%"
"12.07.2018","3,8822","3,8744","3,9030","3,8373","0,13%"
